State,Date,%Retail/Rec Change,%Grocery/Pharm Change,%Parks Change,%Transit Change,%Workplace Change,%Residential Change
Oklahoma,2020-07-19,-8,3,63,6,-13,2
Oklahoma,2020-07-20,-4,2,43,0,-33,8
Oklahoma,2020-07-21,-4,4,68,-2,-32,8
Oklahoma,2020-07-22,0,7,76,4,-30,6
Oklahoma,2020-07-23,-3,5,73,1,-31,7
Oklahoma,2020-07-24,-8,-1,69,1,-31,8
Oklahoma,2020-07-25,-12,4,85,8,-11,2
Oregon,2020-02-15,2,-3,-5,-1,-1,0
Oregon,2020-02-16,14,3,33,3,0,-1
Oregon,2020-02-17,10,2,74,-3,-25,4
Oregon,2020-02-18,4,2,42,5,1,0
Oregon,2020-02-19,5,3,51,6,1,-1
Oregon,2020-02-20,4,4,33,4,1,-1
Oregon,2020-02-21,4,1,37,7,4,-1
Oregon,2020-02-22,6,3,72,9,3,-2
Oregon,2020-02-23,10,2,-11,3,1,0
Oregon,2020-02-24,5,1,28,3,4,-1
Oregon,2020-02-25,8,4,44,4,2,-1
Oregon,2020-02-26,11,6,51,6,2,-1
Oregon,2020-02-27,10,5,49,8,1,-1
Oregon,2020-02-28,8,4,24,7,3,-1
Oregon,2020-02-29,7,5,8,6,3,-1
Oregon,2020-03-01,17,9,23,9,3,-1
Oregon,2020-03-02,8,7,14,2,3,0
Oregon,2020-03-03,10,12,40,2,1,-1
Oregon,2020-03-04,10,9,57,6,1,-1
Oregon,2020-03-05,7,8,38,4,1,-1
Oregon,2020-03-06,1,2,-3,-1,1,1
Oregon,2020-03-07,5,3,16,4,3,0
Oregon,2020-03-08,10,5,24,5,1,0
Oregon,2020-03-09,6,6,60,1,2,0
Oregon,2020-03-10,8,8,71,3,0,0
Oregon,2020-03-11,8,9,57,1,0,0
Oregon,2020-03-12,4,17,43,-3,-3,1
Oregon,2020-03-13,-4,20,-7,-11,-6,4
Oregon,2020-03-14,-18,7,-12,-16,-6,6
Oregon,2020-03-15,-11,4,16,-14,-9,4
Oregon,2020-03-16,-5,17,53,-16,-22,7
Oregon,2020-03-17,-22,12,63,-20,-29,10
Oregon,2020-03-18,-25,8,76,-24,-33,11
Oregon,2020-03-19,-28,6,76,-28,-35,12
Oregon,2020-03-20,-32,4,66,-31,-35,13
Oregon,2020-03-21,-40,-4,81,-26,-25,8
Oregon,2020-03-22,-37,-9,48,-31,-30,8
Oregon,2020-03-23,-38,-11,-5,-40,-41,15
Oregon,2020-03-24,-47,-19,-17,-44,-47,18
Oregon,2020-03-25,-45,-17,3,-43,-48,18
Oregon,2020-03-26,-46,-17,-1,-46,-48,19
Oregon,2020-03-27,-50,-21,-28,-49,-47,20
Oregon,2020-03-28,-55,-24,-25,-45,-36,14
Oregon,2020-03-29,-51,-25,-22,-47,-38,12
Oregon,2020-03-30,-44,-22,-20,-48,-47,17
Oregon,2020-03-31,-41,-15,4,-44,-49,18
Oregon,2020-04-01,-39,-11,1,-42,-49,18
Oregon,2020-04-02,-42,-12,-3,-46,-50,19
Oregon,2020-04-03,-44,-12,-10,-46,-48,19
Oregon,2020-04-04,-51,-18,-20,-45,-37,14
Oregon,2020-04-05,-46,-18,-1,-44,-39,11
Oregon,2020-04-06,-40,-15,19,-44,-48,17
Oregon,2020-04-07,-39,-11,39,-42,-49,17
Oregon,2020-04-08,-38,-10,53,-41,-49,17
Oregon,2020-04-09,-39,-8,41,-43,-50,17
Oregon,2020-04-10,-41,-10,22,-44,-49,18
Oregon,2020-04-11,-45,-7,16,-41,-36,12
Oregon,2020-04-12,-56,-24,5,-45,-41,10
Oregon,2020-04-13,-38,-15,34,-44,-46,16
Oregon,2020-04-14,-36,-12,42,-41,-48,17
Oregon,2020-04-15,-32,-8,27,-41,-48,17
Oregon,2020-04-16,-34,-7,35,-41,-48,17
Oregon,2020-04-17,-38,-11,33,-41,-46,17
Oregon,2020-04-18,-45,-17,-12,-41,-34,12
Oregon,2020-04-19,-38,-14,16,-41,-36,9
Oregon,2020-04-20,-31,-11,47,-40,-46,15
Oregon,2020-04-21,-35,-11,27,-41,-47,17
Oregon,2020-04-22,-38,-13,-13,-46,-48,18
Oregon,2020-04-23,-37,-9,20,-43,-48,17
Oregon,2020-04-24,-40,-13,-3,-44,-46,18
Oregon,2020-04-25,-43,-13,11,-37,-33,11
Oregon,2020-04-26,-36,-13,28,-36,-35,9
Oregon,2020-04-27,-32,-11,19,-41,-45,16
Oregon,2020-04-28,-31,-6,56,-37,-47,8
Oregon,2020-04-29,-31,-6,32,-39,-47,16
Oregon,2020-04-30,-31,-4,26,-39,-47,16
Oregon,2020-05-01,-32,-4,15,-37,-44,16
Oregon,2020-05-02,-41,-10,-17,-36,-32,11
Oregon,2020-05-03,-33,-8,5,-35,-32,9
Oregon,2020-05-04,-27,-4,29,-37,-43,14
Oregon,2020-05-05,-25,4,54,-34,-44,15
Oregon,2020-05-06,-28,-2,43,-36,-44,15
Oregon,2020-05-07,-28,2,57,-36,-44,15
Oregon,2020-05-08,-31,2,60,-34,-43,14
Oregon,2020-05-09,-33,9,72,-25,-28,7
Oregon,2020-05-10,-25,8,40,-28,-29,5
Oregon,2020-05-11,-30,-8,25,-37,-42,14
Oregon,2020-05-12,-31,-5,4,-38,-44,16
Oregon,2020-05-13,-30,-4,21,-36,-43,15
Oregon,2020-05-14,-33,-6,-3,-41,-44,16
Oregon,2020-05-15,-30,-5,47,-33,-42,14
Oregon,2020-05-16,-36,-8,15,-31,-26,9
Oregon,2020-05-17,-28,-6,21,-29,-26,7
Oregon,2020-05-18,-26,-8,8,-38,-40,14
Oregon,2020-05-19,-24,-3,32,-34,-41,14
Oregon,2020-05-20,-23,-3,38,-33,-42,14
Oregon,2020-05-21,-24,-1,25,-34,-42,14
Oregon,2020-05-22,-25,-1,39,-29,-41,13
Oregon,2020-05-23,-28,-1,84,-18,-22,6
Oregon,2020-05-24,-19,1,91,-21,-25,4
Oregon,2020-05-25,-25,-5,97,-38,-71,17
Oregon,2020-05-26,-20,0,74,-30,-40,12
Oregon,2020-05-27,-17,1,106,-27,-39,12
Oregon,2020-05-28,-18,4,89,-28,-39,12
Oregon,2020-05-29,-23,-1,78,-27,-37,12
Oregon,2020-05-30,-32,-9,0,-27,-17,8
Oregon,2020-05-31,-20,-2,48,-20,-17,5
Oregon,2020-06-01,-11,4,84,-24,-36,10
Oregon,2020-06-02,-13,5,87,-25,-38,11
Oregon,2020-06-03,-12,7,98,-24,-38,11
Oregon,2020-06-04,-15,6,81,-26,-38,11
Oregon,2020-06-05,-19,1,56,-27,-37,11
Oregon,2020-06-06,-25,-1,27,-24,-16,7
Oregon,2020-06-07,-19,-2,15,-24,-19,6
Oregon,2020-06-08,-14,-1,52,-27,-36,11
Oregon,2020-06-09,-16,2,38,-30,-38,12
Oregon,2020-06-10,-11,3,107,-25,-37,10
Oregon,2020-06-11,-14,3,82,-26,-38,11
Oregon,2020-06-12,-20,-2,32,-28,-37,12
Oregon,2020-06-13,-22,-1,42,-20,-14,6
Oregon,2020-06-14,-14,-1,74,-15,-16,3
Oregon,2020-06-15,-13,-2,49,-27,-37,11
Oregon,2020-06-16,-13,2,57,-27,-38,11
Oregon,2020-06-17,-9,5,127,-22,-37,9
Oregon,2020-06-18,-11,7,120,-22,-38,9
Oregon,2020-06-19,-15,4,115,-21,-37,7
Oregon,2020-06-20,-21,3,88,-14,-15,4
Oregon,2020-06-21,-9,6,104,-10,-14,1
Oregon,2020-06-22,-8,2,140,-21,-38,8
Oregon,2020-06-23,-8,5,143,-21,-39,9
Oregon,2020-06-24,-8,4,124,-21,-37,9
Oregon,2020-06-25,-9,6,117,-21,-38,9
Oregon,2020-06-26,-15,2,122,-19,-37,8
Oregon,2020-06-27,-19,0,129,-8,-14,3
Oregon,2020-06-28,-11,-2,61,-11,-14,3
Oregon,2020-06-29,-7,1,114,-21,-36,9
Oregon,2020-06-30,-6,5,101,-21,-38,10
Oregon,2020-07-01,-3,8,105,-18,-38,9
Oregon,2020-07-02,-2,16,126,-16,-40,8
Oregon,2020-07-03,-9,16,143,-19,-56,11
Oregon,2020-07-04,-36,4,150,-21,-27,3
Oregon,2020-07-05,-15,-6,100,-9,-20,1
Oregon,2020-07-06,-7,1,114,-18,-40,9
Oregon,2020-07-07,-9,4,103,-21,-40,10
Oregon,2020-07-08,-7,6,144,-19,-38,9
Oregon,2020-07-09,-10,4,106,-21,-38,9
Oregon,2020-07-10,-14,3,117,-19,-37,8
Oregon,2020-07-11,-19,3,147,-8,-13,3
Oregon,2020-07-12,-9,2,103,-8,-16,2
Oregon,2020-07-13,-6,3,138,-20,-37,8
Oregon,2020-07-14,-8,5,146,-22,-39,9
Oregon,2020-07-15,-6,6,154,-21,-38,9
Oregon,2020-07-16,-10,6,127,-22,-38,9
Oregon,2020-07-17,-15,1,111,-20,-37,9
Oregon,2020-07-18,-18,3,163,-8,-14,2
Oregon,2020-07-19,-8,3,127,-9,-16,1
Oregon,2020-07-20,-6,3,151,-20,-38,8
Oregon,2020-07-21,-7,4,147,-22,-39,9
Oregon,2020-07-22,-7,4,146,-21,-38,9
Oregon,2020-07-23,-9,4,124,-22,-38,9
Oregon,2020-07-24,-14,0,112,-21,-37,9
Oregon,2020-07-25,-17,3,164,-6,-13,2
Pennsylvania,2020-02-15,5,-1,13,3,0,0
Pennsylvania,2020-02-16,9,1,29,0,1,-1
Pennsylvania,2020-02-17,8,-1,43,-11,-21,5
Pennsylvania,2020-02-18,1,-2,12,2,1,0
Pennsylvania,2020-02-19,1,0,18,2,2,0
Pennsylvania,2020-02-20,1,-1,10,1,1,0
Pennsylvania,2020-02-21,0,-2,6,1,3,1
Pennsylvania,2020-02-22,9,3,53,6,4,-1
Pennsylvania,2020-02-23,11,5,100,4,3,-1
Pennsylvania,2020-02-24,3,0,36,2,3,0
Pennsylvania,2020-02-25,4,-1,1,1,2,0
Pennsylvania,2020-02-26,7,4,8,5,2,-1
Pennsylvania,2020-02-27,3,-1,0,2,1,1
Pennsylvania,2020-02-28,4,2,2,4,3,0
Pennsylvania,2020-02-29,9,3,-3,5,2,-1
Pennsylvania,2020-03-01,16,8,39,6,3,-1
Pennsylvania,2020-03-02,8,4,31,2,2,0
Pennsylvania,2020-03-03,9,5,4,3,2,0
Pennsylvania,2020-03-04,9,7,27,4,1,-1
Pennsylvania,2020-03-05,9,7,37,5,1,-1
Pennsylvania,2020-03-06,1,0,-7,-1,1,1
Pennsylvania,2020-03-07,10,6,26,7,3,-1
Pennsylvania,2020-03-08,15,9,127,8,1,-2
Pennsylvania,2020-03-09,9,7,104,1,0,0
Pennsylvania,2020-03-10,6,5,17,-2,0,1
Pennsylvania,2020-03-11,7,10,29,0,-1,0
Pennsylvania,2020-03-12,8,21,39,-4,-2,1
Pennsylvania,2020-03-13,1,22,33,-11,-7,3
Pennsylvania,2020-03-14,-7,13,40,-8,-2,3
Pennsylvania,2020-03-15,-8,8,63,-15,-7,3
Pennsylvania,2020-03-16,-6,18,10,-26,-22,8
Pennsylvania,2020-03-17,-28,2,-4,-34,-31,13
Pennsylvania,2020-03-18,-33,-2,31,-37,-35,14
Pennsylvania,2020-03-19,-35,-1,0,-42,-37,16
Pennsylvania,2020-03-20,-39,-1,15,-43,-41,19
Pennsylvania,2020-03-21,-48,-11,20,-40,-31,13
Pennsylvania,2020-03-22,-47,-18,38,-46,-33,10
Pennsylvania,2020-03-23,-50,-25,-53,-58,-50,21
Pennsylvania,2020-03-24,-45,-19,10,-51,-51,21
Pennsylvania,2020-03-25,-49,-23,-29,-55,-52,22
Pennsylvania,2020-03-26,-44,-18,52,-50,-51,21
Pennsylvania,2020-03-27,-46,-20,27,-52,-50,23
Pennsylvania,2020-03-28,-58,-33,-53,-55,-39,17
Pennsylvania,2020-03-29,-50,-27,7,-52,-38,12
Pennsylvania,2020-03-30,-45,-23,-15,-55,-51,21
Pennsylvania,2020-03-31,-45,-22,-26,-54,-53,22
Pennsylvania,2020-04-01,-43,-16,-1,-50,-53,21
Pennsylvania,2020-04-02,-45,-18,7,-53,-53,22
Pennsylvania,2020-04-03,-46,-18,-11,-54,-52,24
Pennsylvania,2020-04-04,-53,-22,14,-49,-38,15
Pennsylvania,2020-04-05,-50,-24,52,-51,-39,12
Pennsylvania,2020-04-06,-43,-19,33,-53,-53,21
Pennsylvania,2020-04-07,-44,-20,18,-53,-54,21
Pennsylvania,2020-04-08,-44,-18,28,-53,-54,21
Pennsylvania,2020-04-09,-46,-19,-22,-57,-55,23
Pennsylvania,2020-04-10,-49,-20,-34,-60,-61,27
Pennsylvania,2020-04-11,-47,-12,19,-50,-40,15
Pennsylvania,2020-04-12,-70,-47,31,-55,-46,12
Pennsylvania,2020-04-13,-53,-30,-40,-62,-55,23
Pennsylvania,2020-04-14,-43,-18,1,-52,-52,21
Pennsylvania,2020-04-15,-38,-13,2,-51,-52,21
Pennsylvania,2020-04-16,-42,-16,-13,-54,-52,22
Pennsylvania,2020-04-17,-47,-22,-25,-56,-51,24
Pennsylvania,2020-04-18,-49,-19,-13,-49,-36,15
Pennsylvania,2020-04-19,-45,-20,71,-49,-36,11
Pennsylvania,2020-04-20,-41,-21,20,-54,-51,20
Pennsylvania,2020-04-21,-44,-22,-23,-55,-52,22
Pennsylvania,2020-04-22,-41,-16,3,-52,-51,21
Pennsylvania,2020-04-23,-43,-18,-5,-54,-52,22
Pennsylvania,2020-04-24,-47,-23,-23,-57,-51,24
Pennsylvania,2020-04-25,-43,-15,85,-41,-34,12
Pennsylvania,2020-04-26,-51,-26,-49,-56,-38,13
Pennsylvania,2020-04-27,-38,-17,-1,-53,-49,20
Pennsylvania,2020-04-28,-35,-13,43,-48,-50,14
Pennsylvania,2020-04-29,-35,-12,20,-49,-50,19
Pennsylvania,2020-04-30,-42,-19,-29,-52,-51,22
Pennsylvania,2020-05-01,-37,-11,15,-47,-48,21
Pennsylvania,2020-05-02,-37,-8,117,-35,-31,10
Pennsylvania,2020-05-03,-34,-10,110,-41,-30,8
Pennsylvania,2020-05-04,-31,-11,29,-48,-47,17
Pennsylvania,2020-05-05,-30,-7,20,-47,-47,18
Pennsylvania,2020-05-06,-37,-11,-22,-50,-48,20
Pennsylvania,2020-05-07,-32,-6,57,-44,-47,18
Pennsylvania,2020-05-08,-40,-12,-23,-49,-46,21
Pennsylvania,2020-05-09,-37,0,-8,-40,-29,12
Pennsylvania,2020-05-10,-30,-5,80,-38,-27,7
Pennsylvania,2020-05-11,-38,-17,-15,-49,-45,18
Pennsylvania,2020-05-12,-31,-8,26,-44,-45,17
Pennsylvania,2020-05-13,-29,-6,67,-41,-45,16
Pennsylvania,2020-05-14,-31,-7,44,-43,-45,17
Pennsylvania,2020-05-15,-33,-9,61,-46,-44,18
Pennsylvania,2020-05-16,-34,-6,128,-36,-25,8
Pennsylvania,2020-05-17,-31,-11,80,-42,-26,7
Pennsylvania,2020-05-18,-26,-9,40,-48,-42,16
Pennsylvania,2020-05-19,-24,-5,45,-46,-43,16
Pennsylvania,2020-05-20,-25,-3,47,-45,-43,16
Pennsylvania,2020-05-21,-24,-1,88,-42,-44,16
Pennsylvania,2020-05-22,-32,-7,24,-47,-44,18
Pennsylvania,2020-05-23,-34,-3,91,-39,-24,8
Pennsylvania,2020-05-24,-27,-2,176,-41,-26,4
Pennsylvania,2020-05-25,-34,-13,138,-57,-74,20
Pennsylvania,2020-05-26,-24,-6,75,-44,-42,14
Pennsylvania,2020-05-27,-23,-4,69,-42,-41,14
Pennsylvania,2020-05-28,-26,-5,29,-44,-41,16
Pennsylvania,2020-05-29,-30,-8,36,-44,-39,17
Pennsylvania,2020-05-30,-29,-2,130,-30,-14,6
Pennsylvania,2020-05-31,-24,-6,142,-34,-16,5
Pennsylvania,2020-06-01,-21,-6,59,-43,-39,13
Pennsylvania,2020-06-02,-18,-1,72,-40,-40,13
Pennsylvania,2020-06-03,-23,-4,38,-43,-40,14
Pennsylvania,2020-06-04,-22,-1,53,-40,-40,14
Pennsylvania,2020-06-05,-24,-5,52,-39,-38,14
Pennsylvania,2020-06-06,-25,-2,139,-24,-13,4
Pennsylvania,2020-06-07,-17,-2,180,-26,-14,2
Pennsylvania,2020-06-08,-14,-2,87,-35,-37,11
Pennsylvania,2020-06-09,-14,0,88,-34,-37,11
Pennsylvania,2020-06-10,-16,0,59,-34,-38,12
Pennsylvania,2020-06-11,-16,-1,71,-35,-38,13
Pennsylvania,2020-06-12,-19,-1,111,-31,-37,11
Pennsylvania,2020-06-13,-20,0,169,-18,-11,3
Pennsylvania,2020-06-14,-14,-2,175,-22,-12,2
Pennsylvania,2020-06-15,-12,-3,88,-33,-37,11
Pennsylvania,2020-06-16,-10,1,110,-31,-36,11
Pennsylvania,2020-06-17,-12,1,97,-31,-37,11
Pennsylvania,2020-06-18,-13,0,82,-32,-38,11
Pennsylvania,2020-06-19,-18,-2,85,-31,-38,10
Pennsylvania,2020-06-20,-19,3,134,-20,-11,3
Pennsylvania,2020-06-21,-14,1,158,-22,-10,0
Pennsylvania,2020-06-22,-14,-6,66,-33,-39,11
Pennsylvania,2020-06-23,-11,-1,73,-32,-38,11
Pennsylvania,2020-06-24,-10,1,104,-28,-36,10
Pennsylvania,2020-06-25,-11,1,103,-28,-37,10
Pennsylvania,2020-06-26,-15,-2,117,-26,-36,10
Pennsylvania,2020-06-27,-18,-2,107,-15,-13,3
Pennsylvania,2020-06-28,-10,-1,169,-15,-9,1
Pennsylvania,2020-06-29,-7,0,101,-30,-36,9
Pennsylvania,2020-06-30,-3,3,101,-30,-36,9
Pennsylvania,2020-07-01,-2,7,103,-26,-37,9
Pennsylvania,2020-07-02,1,13,135,-23,-39,9
Pennsylvania,2020-07-03,-8,12,152,-32,-58,14
Pennsylvania,2020-07-04,-39,-8,177,-31,-29,3
Pennsylvania,2020-07-05,-17,-7,161,-21,-17,1
Pennsylvania,2020-07-06,-11,-5,68,-33,-41,11
Pennsylvania,2020-07-07,-6,1,86,-29,-38,10
Pennsylvania,2020-07-08,-8,1,76,-29,-38,10
Pennsylvania,2020-07-09,-8,3,105,-28,-38,10
Pennsylvania,2020-07-10,-22,-10,43,-36,-38,13
Pennsylvania,2020-07-11,-17,0,121,-16,-12,3
Pennsylvania,2020-07-12,-11,-2,166,-18,-13,1
Pennsylvania,2020-07-13,-8,-1,99,-31,-37,9
Pennsylvania,2020-07-14,-5,2,119,-29,-37,9
Pennsylvania,2020-07-15,-6,3,108,-30,-36,9
Pennsylvania,2020-07-16,-9,2,97,-29,-37,10
Pennsylvania,2020-07-17,-16,-1,105,-30,-37,10
Pennsylvania,2020-07-18,-19,0,166,-18,-13,2
Pennsylvania,2020-07-19,-13,-2,151,-22,-15,1
Pennsylvania,2020-07-20,-10,-2,80,-34,-38,10
Pennsylvania,2020-07-21,-8,-1,85,-32,-38,10
Pennsylvania,2020-07-22,-11,-2,55,-33,-37,11
Pennsylvania,2020-07-23,-10,0,73,-31,-37,10
Pennsylvania,2020-07-24,-16,-3,101,-32,-37,10
Pennsylvania,2020-07-25,-17,0,179,-16,-12,2
Rhode Island,2020-02-15,1,-4,15,2,-1,0
Rhode Island,2020-02-16,9,-4,12,7,1,-1
Rhode Island,2020-02-17,13,-3,91,-13,-31,7
Rhode Island,2020-02-18,0,-7,-11,-3,-9,3
Rhode Island,2020-02-19,4,-2,16,0,-5,1
Rhode Island,2020-02-20,4,-4,7,1,-4,1
Rhode Island,2020-02-21,2,-7,1,-1,-3,2
Rhode Island,2020-02-22,8,-4,89,5,2,-1
Rhode Island,2020-02-23,12,-2,106,8,4,-1
Rhode Island,2020-02-24,7,-2,87,3,4,-1
Rhode Island,2020-02-25,4,-3,18,5,2,0
Rhode Island,2020-02-26,8,-1,7,4,2,-1
Rhode Island,2020-02-27,7,-3,5,3,2,0
Rhode Island,2020-02-28,8,-1,2,7,4,-1
Rhode Island,2020-02-29,7,-2,31,5,2,-1
Rhode Island,2020-03-01,13,7,-3,9,5,-1
Rhode Island,2020-03-02,9,7,34,-1,3,-1
Rhode Island,2020-03-03,9,6,61,2,2,-1
Rhode Island,2020-03-04,9,3,21,-1,1,-1
Rhode Island,2020-03-05,8,3,54,4,2,-1
Rhode Island,2020-03-06,4,-3,8,-1,3,1
Rhode Island,2020-03-07,5,-1,35,-3,2,0
Rhode Island,2020-03-08,11,-1,68,4,4,-1
Rhode Island,2020-03-09,13,3,165,-3,2,-1
Rhode Island,2020-03-10,8,2,65,-6,0,0
Rhode Island,2020-03-11,7,5,56,-7,-3,1
Rhode Island,2020-03-12,6,24,33,-9,-1,1
Rhode Island,2020-03-13,-1,34,-10,-21,-3,4
Rhode Island,2020-03-14,-9,20,98,-16,-4,3
Rhode Island,2020-03-15,-13,6,81,-21,-5,4
Rhode Island,2020-03-16,-8,20,41,-32,-22,9
Rhode Island,2020-03-17,-31,5,-9,-40,-31,14
Rhode Island,2020-03-18,-28,3,107,-41,-33,14
Rhode Island,2020-03-19,-36,-1,-16,-53,-36,17
Rhode Island,2020-03-20,-32,10,55,-47,-35,18
Rhode Island,2020-03-21,-39,0,146,-43,-25,11
Rhode Island,2020-03-22,-42,-16,62,-51,-28,11
Rhode Island,2020-03-23,-42,-17,-22,-59,-40,18
Rhode Island,2020-03-24,-40,-14,65,-55,-44,19
Rhode Island,2020-03-25,-43,-19,-4,-59,-46,21
Rhode Island,2020-03-26,-38,-11,139,-55,-45,19
Rhode Island,2020-03-27,-39,-14,136,-54,-44,21
Rhode Island,2020-03-28,-46,-16,99,-55,-35,14
Rhode Island,2020-03-29,-55,-30,-50,-67,-37,14
Rhode Island,2020-03-30,-45,-22,5,-62,-47,20
Rhode Island,2020-03-31,-41,-19,64,-57,-49,21
Rhode Island,2020-04-01,-41,-12,12,-58,-49,21
Rhode Island,2020-04-02,-44,-14,-5,-62,-50,22
Rhode Island,2020-04-03,-49,-16,-49,-64,-50,26
Rhode Island,2020-04-04,-50,-16,22,-58,-38,15
Rhode Island,2020-04-05,-50,-25,4,-59,-37,13
Rhode Island,2020-04-06,-39,-17,79,-58,-50,19
Rhode Island,2020-04-07,-40,-17,65,-60,-52,21
Rhode Island,2020-04-08,-46,-19,-15,-64,-53,23
Rhode Island,2020-04-09,-49,-22,-30,-68,-54,24
Rhode Island,2020-04-10,-44,-10,-10,-63,-54,25
Rhode Island,2020-04-11,-45,-4,45,-57,-40,15
Rhode Island,2020-04-12,-63,-45,11,-67,-43,13
Rhode Island,2020-04-13,-56,-39,-51,-75,-54,24
Rhode Island,2020-04-14,-35,-13,63,-61,-51,20
Rhode Island,2020-04-15,-36,-15,11,-64,-51,21
Rhode Island,2020-04-16,-37,-14,19,-64,-51,22
Rhode Island,2020-04-17,-39,-15,13,-64,-49,23
Rhode Island,2020-04-18,-54,-26,-41,-68,-41,17
Rhode Island,2020-04-19,-38,-22,53,-58,-35,11
Rhode Island,2020-04-20,-37,-21,18,-66,-50,20
Rhode Island,2020-04-21,-43,-24,-23,-68,-51,23
Rhode Island,2020-04-22,-38,-16,-2,-65,-51,21
Rhode Island,2020-04-23,-37,-16,28,-64,-50,21
Rhode Island,2020-04-24,-45,-22,-38,-69,-50,26
Rhode Island,2020-04-25,-38,-16,139,-51,-35,12
Rhode Island,2020-04-26,-48,-28,-44,-67,-38,13
Rhode Island,2020-04-27,-41,-24,-33,-69,-49,21
Rhode Island,2020-04-28,-32,-14,35,-61,-49,15
Rhode Island,2020-04-29,-31,-15,55,-59,-50,19
Rhode Island,2020-04-30,-39,-15,-17,-62,-50,22
Rhode Island,2020-05-01,-35,-10,23,-58,-48,23
Rhode Island,2020-05-02,-33,-8,140,-41,-32,11
Rhode Island,2020-05-03,-27,-12,100,-41,-29,8
Rhode Island,2020-05-04,-26,-12,56,-57,-47,18
Rhode Island,2020-05-05,-23,-5,67,-54,-47,18
Rhode Island,2020-05-06,-30,-11,24,-57,-48,19
Rhode Island,2020-05-07,-30,-8,71,-56,-47,19
Rhode Island,2020-05-08,-35,-10,7,-56,-46,21
Rhode Island,2020-05-09,-35,2,16,-54,-32,12
Rhode Island,2020-05-10,-26,-6,53,-47,-26,8
Rhode Island,2020-05-11,-33,-19,23,-58,-45,18
Rhode Island,2020-05-12,-26,-8,72,-53,-45,17
Rhode Island,2020-05-13,-25,-9,77,-51,-45,17
Rhode Island,2020-05-14,-23,-8,139,-49,-45,17
Rhode Island,2020-05-15,-27,-9,106,-51,-44,19
Rhode Island,2020-05-16,-26,-6,232,-42,-28,8
Rhode Island,2020-05-17,-24,-12,107,-46,-23,8
Rhode Island,2020-05-18,-23,-12,74,-52,-42,16
Rhode Island,2020-05-19,-19,-6,102,-51,-43,16
Rhode Island,2020-05-20,-17,-5,128,-51,-43,15
Rhode Island,2020-05-21,-17,-4,149,-49,-43,16
Rhode Island,2020-05-22,-18,-2,192,-46,-43,16
Rhode Island,2020-05-23,-32,-7,42,-54,-27,11
Rhode Island,2020-05-24,-13,-6,203,-40,-20,4
Rhode Island,2020-05-25,-18,-12,212,-61,-73,22
Rhode Island,2020-05-26,-17,-8,162,-48,-41,14
Rhode Island,2020-05-27,-13,-5,164,-46,-41,14
Rhode Island,2020-05-28,-18,-6,100,-47,-41,16
Rhode Island,2020-05-29,-22,-8,71,-49,-39,17
Rhode Island,2020-05-30,-19,-4,250,-37,-16,7
Rhode Island,2020-05-31,-10,-5,191,-37,-12,5
Rhode Island,2020-06-01,-6,-1,133,-43,-37,12
Rhode Island,2020-06-02,-11,-2,126,-42,-38,13
Rhode Island,2020-06-03,-10,0,111,-46,-39,13
Rhode Island,2020-06-04,-7,0,235,-40,-39,13
Rhode Island,2020-06-05,-15,-5,112,-39,-38,15
Rhode Island,2020-06-06,-17,-5,216,-41,-17,6
Rhode Island,2020-06-07,-7,-4,173,-35,-13,4
Rhode Island,2020-06-08,-3,-4,236,-40,-36,11
Rhode Island,2020-06-09,-3,-1,218,-39,-37,11
Rhode Island,2020-06-10,-4,-3,181,-39,-38,12
Rhode Island,2020-06-11,-14,-8,53,-44,-38,14
Rhode Island,2020-06-12,-8,-3,246,-37,-36,12
Rhode Island,2020-06-13,-9,-1,388,-23,-13,3
Rhode Island,2020-06-14,-1,-6,264,-19,-9,3
Rhode Island,2020-06-15,-2,-3,197,-38,-36,10
Rhode Island,2020-06-16,1,0,239,-33,-36,10
Rhode Island,2020-06-17,-1,-1,236,-36,-37,10
Rhode Island,2020-06-18,-1,-1,263,-35,-37,10
Rhode Island,2020-06-19,-5,1,275,-33,-36,9
Rhode Island,2020-06-20,-6,6,436,-23,-14,2
Rhode Island,2020-06-21,-2,0,285,-20,-8,0
Rhode Island,2020-06-22,-2,-6,238,-37,-38,10
Rhode Island,2020-06-23,1,-1,254,-34,-38,10
Rhode Island,2020-06-24,-2,-4,196,-36,-37,11
Rhode Island,2020-06-25,0,-1,297,-31,-36,10
Rhode Island,2020-06-26,-6,-2,260,-32,-36,11
Rhode Island,2020-06-27,-15,-8,237,-26,-15,5
Rhode Island,2020-06-28,-4,-7,238,-20,-7,3
Rhode Island,2020-06-29,-2,-5,157,-39,-37,11
Rhode Island,2020-06-30,0,-1,146,-36,-37,11
Rhode Island,2020-07-01,2,5,156,-37,-38,10
Rhode Island,2020-07-02,13,13,385,-26,-39,8
Rhode Island,2020-07-03,4,21,298,-29,-57,15
Rhode Island,2020-07-04,-26,-7,464,-29,-33,2
Rhode Island,2020-07-05,-7,-11,293,-15,-14,1
Rhode Island,2020-07-06,5,-1,353,-34,-44,10
Rhode Island,2020-07-07,2,1,265,-33,-39,10
Rhode Island,2020-07-08,1,1,227,-36,-38,10
Rhode Island,2020-07-09,1,0,345,-32,-38,9
Rhode Island,2020-07-10,-9,-3,141,-40,-37,12
Rhode Island,2020-07-11,-10,-3,315,-27,-13,4
Rhode Island,2020-07-12,0,-5,351,-15,-8,1
